question,response,label,reason
What do you like about your college?,My sister is a doctor.,irrelevant,Family occupation unrelated
What do you like about your college?,The chair is very old.,irrelevant,Object description unrelated
What do you like about your college?,I wake up at 6 AM daily.,irrelevant,Daily routine unrelated

Describe a type of transportation you dislike.,I dislike crowded buses during rush hour.,relevant,Good transport dislike
Describe a type of transportation you dislike.,I don't like long train journeys.,relevant,Relevant transport dislike
Describe a type of transportation you dislike.,I dislike flights because of delays.,relevant,Correct transport dislike
Describe a type of transportation you dislike.,My uncle is a farmer.,irrelevant,Family occupation unrelated
Describe a type of transportation you dislike.,The wall is very tall.,irrelevant,Room description unrelated
Describe a type of transportation you dislike.,I eat lunch at 1 PM.,irrelevant,Meal habit unrelated

What is your favorite type of ice cream?,I love vanilla ice cream with chocolate sauce.,relevant,Good ice cream preference
What is your favorite type of ice cream?,I enjoy strawberry ice cream in summer.,relevant,Relevant ice cream preference
What is your favorite type of ice cream?,I like chocolate ice cream the most.,relevant,Correct ice cream preference
What is your favorite type of ice cream?,My brother is a mechanic.,irrelevant,Family occupation unrelated
What is your favorite type of ice cream?,The door is very heavy.,irrelevant,Object description unrelated
What is your favorite type of ice cream?,I read books every day.,irrelevant,Reading habit unrelated

Describe a place you go to study.,I study in the library because it's quiet.,relevant,Good study place
Describe a place you go to study.,I study in my room with no distractions.,relevant,Relevant study location
Describe a place you go to study.,I go to a coffee shop to study sometimes.,relevant,Correct study place
Describe a place you go to study.,My cousin is a lawyer.,irrelevant,Family occupation unrelated
Describe a place you go to study.,The flower is very colorful.,irrelevant,Object description unrelated
Describe a place you go to study.,I drink tea at 4 PM.,irrelevant,Beverage habit unrelated

What do you like about your village?,I love the fresh air and peaceful environment.,relevant,Good village feature
What do you like about your village?,I enjoy the farming lifestyle and green fields.,relevant,Relevant village quality
What do you like about your village?,I like the close-knit community there.,relevant,Correct village feature
What do you like about your village?,My aunt is a teacher.,irrelevant,Family occupation unrelated
What do you like about your village?,The glass is very clean.,irrelevant,Object description unrelated
What do you like about your village?,I walk to school every day.,irrelevant,Daily routine unrelated

Describe a hobby you have given up.,I gave up painting but I want to restart.,relevant,Good hobby description
Describe a hobby you have given up.,I stopped playing football after my injury.,relevant,Relevant hobby experience
Describe a hobby you have given up.,I gave up stamp collecting years ago.,relevant,Correct hobby description
Describe a hobby you have given up.,My uncle is a doctor.,irrelevant,Family occupation unrelated
Describe a hobby you have given up.,The road is very muddy.,irrelevant,Road description unrelated
Describe a hobby you have given up.,I drink coffee every morning.,irrelevant,Beverage habit unrelated

What is your favorite type of fabric?,I love cotton for its comfort and breathability.,relevant,Good fabric preference
What is your favorite type of fabric?,I enjoy silk for its smooth and shiny feel.,relevant,Relevant fabric preference
What is your favorite type of fabric?,I like wool for its warmth in winter.,relevant,Correct fabric preference
What is your favorite type of fabric?,My brother is a pilot.,irrelevant,Family occupation unrelated
What is your favorite type of fabric?,The table is very round.,irrelevant,Object description unrelated
What is your favorite type of fabric?,I eat dinner at 8 PM.,irrelevant,Meal habit unrelated

Describe a game you like to play.,I love playing chess to improve my thinking.,relevant,Good game preference
Describe a game you like to play.,I enjoy playing ludo with my family.,relevant,Relevant game description
Describe a game you like to play.,I like playing card games with friends.,relevant,Correct game preference
Describe a game you like to play.,My sister is a nurse.,irrelevant,Family occupation unrelated
Describe a game you like to play.,The tree is very tall.,irrelevant,Nature description unrelated
Describe a game you like to play.,I take a shower every evening.,irrelevant,Hygiene habit unrelated

What do you like about your vacation?,I love visiting new places and exploring.,relevant,Good vacation feature
What do you like about your vacation?,I enjoy relaxing and taking a break from work.,relevant,Relevant vacation quality
What do you like about your vacation?,I like spending quality time with family.,relevant,Correct vacation feature
What do you like about your vacation?,My cousin is a farmer.,irrelevant,Family occupation unrelated
What do you like about your vacation?,The mirror is very big.,irrelevant,Object description unrelated
What do you like about your vacation?,I wake up late on weekends.,irrelevant,Weekend habit unrelated

Describe a type of music you dislike.,I dislike loud heavy metal music.,relevant,Good music dislike
Describe a type of music you dislike.,I don't enjoy electronic dance music.,relevant,Relevant music dislike
Describe a type of music you dislike.,I dislike country music because it's boring.,relevant,Correct music dislike
Describe a type of music you dislike.,My aunt is a mechanic.,irrelevant,Family occupation unrelated
Describe a type of music you dislike.,The window is very large.,irrelevant,Room description unrelated
Describe a type of music you dislike.,I drink water after meals.,irrelevant,Beverage habit unrelated

What is your favorite type of meat?,I love chicken because it is versatile.,relevant,Good meat preference
What is your favorite type of meat?,I enjoy mutton in spicy curries.,relevant,Relevant meat preference
What is your favorite type of meat?,I like fish for its health benefits.,relevant,Correct meat preference
What is your favorite type of meat?,My uncle is a lawyer.,irrelevant,Family occupation unrelated
What is your favorite type of meat?,The carpet is very soft.,irrelevant,Object description unrelated
What is your favorite type of meat?,I walk to the market every day.,irrelevant,Daily routine unrelated

Describe a place you want to live in the future.,I want to live near the beach for relaxation.,relevant,Good future living place
Describe a place you want to live in the future.,I want to live in a quiet mountain village.,relevant,Relevant living preference
Describe a place you want to live in the future.,I want to live in a modern city apartment.,relevant,Correct living place
Describe a place you want to live in the future.,My brother is a doctor.,irrelevant,Family occupation unrelated
Describe a place you want to live in the future.,The sky is very clear.,irrelevant,Weather description unrelated
Describe a place you want to live in the future.,I eat breakfast at 6 AM.,irrelevant,Meal habit unrelated

What do you like about your living room?,I love the comfortable sofas and TV area.,relevant,Good living room feature
What do you like about your living room?,I enjoy spending time with family there.,relevant,Relevant living room quality
What do you like about your living room?,I like the beautiful decorations and paintings.,relevant,Correct living room feature
What do you like about your living room?,My cousin is a teacher.,irrelevant,Family occupation unrelated
What do you like about your living room?,The stairs are very narrow.,irrelevant,Building description unrelated
What do you like about your living room?,I read books at night.,irrelevant,Reading habit unrelated

Describe a skill you want to improve.,I want to improve my public speaking skills.,relevant,Good skill to improve
Describe a skill you want to improve.,I want to get better at cooking.,relevant,Relevant skill improvement
Describe a skill you want to improve.,I want to improve my English writing.,relevant,Correct skill description
Describe a skill you want to improve.,My aunt is a pilot.,irrelevant,Family occupation unrelated
Describe a skill you want to improve.,The floor is very hard.,irrelevant,Room description unrelated
Describe a skill you want to improve.,I drink juice every day.,irrelevant,Beverage habit unrelated

What is your favorite type of soup?,I love tomato soup with grilled cheese.,relevant,Good soup preference
What is your favorite type of soup?,I enjoy chicken noodle soup when sick.,relevant,Relevant soup preference
What is your favorite type of soup?,I like vegetable soup for its nutrition.,relevant,Correct soup preference
What is your favorite type of soup?,My sister is a mechanic.,irrelevant,Family occupation unrelated
What is your favorite type of soup?,The wall is very high.,irrelevant,Room description unrelated
What is your favorite type of soup?,I go to sleep at 10 PM.,irrelevant,Sleep habit unrelated

Describe a festival you want to experience.,I want to experience the Rio Carnival in Brazil.,relevant,Good festival desire
Describe a festival you want to experience.,I want to see the lantern festival in Thailand.,relevant,Relevant festival experience
Describe a festival you want to experience.,I want to experience Diwali in India.,relevant,Correct festival desire
Describe a festival you want to experience.,My uncle is a doctor.,irrelevant,Family occupation unrelated
Describe a festival you want to experience.,The river is very clean.,irrelevant,Nature description unrelated
Describe a festival you want to experience.,I take the bus to college.,irrelevant,Transport habit unrelated

What do you like about your office?,I love the comfortable workspace and chairs.,relevant,Good office feature
What do you like about your office?,I enjoy the collaborative work environment.,relevant,Relevant office quality
What do you like about your office?,I like the location near good restaurants.,relevant,Correct office feature
What do you like about your office?,My cousin is a nurse.,irrelevant,Family occupation unrelated
What do you like about your office?,The lamp is very dim.,irrelevant,Object description unrelated
What do you like about your office?,I drink tea every evening.,irrelevant,Beverage habit unrelated

Describe a type of flower you want to plant.,I want to plant roses in my garden.,relevant,Good flower planting idea
Describe a type of flower you want to plant.,I want to grow sunflowers in my backyard.,relevant,Relevant flower preference
Describe a type of flower you want to plant.,I want to plant colorful tulips.,relevant,Correct flower description
Describe a type of flower you want to plant.,My brother is a lawyer.,irrelevant,Family occupation unrelated
Describe a type of flower you want to plant.,The chair is very heavy.,irrelevant,Object description unrelated
Describe a type of flower you want to plant.,I wake up at 5 AM every day.,irrelevant,Daily routine unrelated

What is your favorite type of bread?,I love sourdough bread for its tangy taste.,relevant,Good bread preference
What is your favorite type of bread?,I enjoy rye bread with sandwiches.,relevant,Relevant bread preference
What is your favorite type of bread?,I like multigrain bread for health.,relevant,Correct bread preference
What is your favorite type of bread?,My aunt is a teacher.,irrelevant,Family occupation unrelated
What is your favorite type of bread?,The window is very wide.,irrelevant,Room description unrelated
What is your favorite type of bread?,I eat lunch at 2 PM.,irrelevant,Meal habit unrelated

Describe a movie you want to watch.,I want to watch the new action movie everyone is talking about.,relevant,Good movie desire
Describe a movie you want to watch.,I want to watch a documentary about Nepal.,relevant,Relevant movie interest
Describe a movie you want to watch.,I want to watch the latest animated film.,relevant,Correct movie description
Describe a movie you want to watch.,My cousin is a farmer.,irrelevant,Family occupation unrelated
Describe a movie you want to watch.,The road is very dusty.,irrelevant,Road description unrelated
Describe a movie you want to watch.,I drink coffee after dinner.,irrelevant,Beverage habit unrelated

What do you like about your garden?,I love growing my own vegetables there.,relevant,Good garden feature
What do you like about your garden?,I enjoy the colorful flowers in my garden.,relevant,Relevant garden quality
What do you like about your garden?,I like sitting there to enjoy the sunset.,relevant,Correct garden feature
What do you like about your garden?,My sister is a pilot.,irrelevant,Family occupation unrelated
What do you like about your garden?,The table is very smooth.,irrelevant,Object description unrelated
What do you like about your garden?,I sleep for 8 hours every night.,irrelevant,Sleep habit unrelated

What is your favorite type of jewelry?,I love gold necklaces for their elegance.,relevant,Good jewelry preference
What is your favorite type of jewelry?,I enjoy silver earrings for their simplicity.,relevant,Relevant jewelry preference
What is your favorite type of jewelry?,I like diamond rings for their sparkle.,relevant,Correct jewelry preference
What is your favorite type of jewelry?,My uncle is a businessman.,irrelevant,Family occupation unrelated
What is your favorite type of jewelry?,The chair is very comfortable.,irrelevant,Object description unrelated
What is your favorite type of jewelry?,I walk to the office every day.,irrelevant,Daily routine unrelated

Describe a natural place you like.,I love visiting peaceful lakes in the mountains.,relevant,Good natural place
Describe a natural place you like.,I enjoy walking through dense forests.,relevant,Relevant natural place
Describe a natural place you like.,I like sitting by flowing rivers.,relevant,Correct natural place
Describe a natural place you like.,My cousin is a doctor.,irrelevant,Family occupation unrelated
Describe a natural place you like.,The lamp is very bright.,irrelevant,Object description unrelated
Describe a natural place you like.,I drink tea in the evening.,irrelevant,Beverage habit unrelated

What do you like about your bathroom?,I love the modern shower and bathtub.,relevant,Good bathroom feature
What do you like about your bathroom?,I enjoy the natural light and ventilation.,relevant,Relevant bathroom quality
What do you like about your bathroom?,I like the clean tiles and mirrors.,relevant,Correct bathroom feature
What do you like about your bathroom?,My sister is a nurse.,irrelevant,Family occupation unrelated
What do you like about your bathroom?,The floor is very cold.,irrelevant,Room description unrelated
What do you like about your bathroom?,I eat breakfast every morning.,irrelevant,Meal habit unrelated

Describe a skill that is easy for you.,Cooking is easy for me because I enjoy it.,relevant,Good easy skill
Describe a skill that is easy for you.,I find writing very easy and natural.,relevant,Relevant skill description
Describe a skill that is easy for you.,Drawing comes easily to me.,relevant,Correct easy skill
Describe a skill that is easy for you.,My brother is a lawyer.,irrelevant,Family occupation unrelated
Describe a skill that is easy for you.,The sky is very blue.,irrelevant,Nature description unrelated
Describe a skill that is easy for you.,I drink milk before sleeping.,irrelevant,Beverage habit unrelated

What is your favorite type of kebab?,I love chicken tikka kebab with mint sauce.,relevant,Good kebab preference
What is your favorite type of kebab?,I enjoy seekh kebab with naan bread.,relevant,Relevant kebab preference
What is your favorite type of kebab?,I like paneer kebab for its taste.,relevant,Correct kebab preference
What is your favorite type of kebab?,My aunt is a teacher.,irrelevant,Family occupation unrelated
What is your favorite type of kebab?,The door is very tall.,irrelevant,Object description unrelated
What is your favorite type of kebab?,I take the train to work.,irrelevant,Transport habit unrelated

Describe a magazine you like to read.,I enjoy reading travel magazines for inspiration.,relevant,Good magazine description
Describe a magazine you like to read.,I like reading technology magazines.,relevant,Relevant magazine preference
Describe a magazine you like to read.,I read cooking magazines for recipes.,relevant,Correct magazine description
Describe a magazine you like to read.,My cousin is a pilot.,irrelevant,Family occupation unrelated
Describe a magazine you like to read.,The tree is very tall.,irrelevant,Nature description unrelated
Describe a magazine you like to read.,I wake up at 7 AM daily.,irrelevant,Daily routine unrelated

What do you like about your classroom?,I love the bright whiteboard and smart board.,relevant,Good classroom feature
What do you like about your classroom?,I enjoy the large windows and natural light.,relevant,Relevant classroom quality
What do you like about your classroom?,I like the comfortable desks and chairs.,relevant,Correct classroom feature
What do you like about your classroom?,My uncle is a mechanic.,irrelevant,Family occupation unrelated
What do you like about your classroom?,The glass is very clean.,irrelevant,Object description unrelated
What do you like about your classroom?,I read books every night.,irrelevant,Reading habit unrelated

Describe a type of weather that scares you.,I am scared of thunderstorms and lightning.,relevant,Good weather fear
Describe a type of weather that scares you.,I fear tornadoes and strong winds.,relevant,Relevant weather fear
Describe a type of weather that scares you.,I am afraid of hailstorms.,relevant,Correct weather fear
Describe a type of weather that scares you.,My brother is a doctor.,irrelevant,Family occupation unrelated
Describe a type of weather that scares you.,The road is very smooth.,irrelevant,Road description unrelated
Describe a type of weather that scares you.,I drink coffee every morning.,irrelevant,Beverage habit unrelated

What is your favorite type of salad?,I love Caesar salad with chicken and cheese.,relevant,Good salad preference
What is your favorite type of salad?,I enjoy fresh garden salad with vegetables.,relevant,Relevant salad preference
What is your favorite type of salad?,I like fruit salad for its sweetness.,relevant,Correct salad preference
What is your favorite type of salad?,My sister is a lawyer.,irrelevant,Family occupation unrelated
What is your favorite type of salad?,The chair is very small.,irrelevant,Object description unrelated
What is your favorite type of salad?,I sleep at 10 PM every night.,irrelevant,Sleep habit unrelated

Describe a restaurant you like.,I like a local restaurant that serves traditional food.,relevant,Good restaurant description
Describe a restaurant you like.,I enjoy a cozy cafe near my house.,relevant,Relevant restaurant preference
Describe a restaurant you like.,I like a restaurant with sea views.,relevant,Correct restaurant description
Describe a restaurant you like.,My cousin is a teacher.,irrelevant,Family occupation unrelated
Describe a restaurant you like.,The mountain is very high.,irrelevant,Nature description unrelated
Describe a restaurant you like.,I eat dinner at 8 PM.,irrelevant,Meal habit unrelated

What do you like about your balcony?,I love the beautiful plants and flowers there.,relevant,Good balcony feature
What do you like about your balcony?,I enjoy the fresh breeze in the evening.,relevant,Relevant balcony quality
What do you like about your balcony?,I like sitting there to read books.,relevant,Correct balcony feature
What do you like about your balcony?,My aunt is a nurse.,irrelevant,Family occupation unrelated
What do you like about your balcony?,The pen is very blue.,irrelevant,Object description unrelated
What do you like about your balcony?,I take a shower every morning.,irrelevant,Hygiene habit unrelated

Describe a type of art you dislike.,I dislike abstract art because it's confusing.,relevant,Good art dislike
Describe a type of art you dislike.,I don't like modern art installations.,relevant,Relevant art dislike
Describe a type of art you dislike.,I dislike graffiti as art.,relevant,Correct art dislike
Describe a type of art you dislike.,My uncle is a pilot.,irrelevant,Family occupation unrelated
Describe a type of art you dislike.,The river is very wide.,irrelevant,Nature description unrelated
Describe a type of art you dislike.,I drink juice after lunch.,irrelevant,Beverage habit unrelated

What is your favorite type of cake?,I love chocolate cake with creamy frosting.,relevant,Good cake preference
What is your favorite type of cake?,I enjoy vanilla cake with fresh fruit.,relevant,Relevant cake preference
What is your favorite type of cake?,I like red velvet cake the most.,relevant,Correct cake preference
What is your favorite type of cake?,My brother is a mechanic.,irrelevant,Family occupation unrelated
What is your favorite type of cake?,The wall is very colorful.,irrelevant,Room description unrelated
What is your favorite type of cake?,I walk to the park every day.,irrelevant,Daily routine unrelated

Describe a place you go for shopping.,I go to the local market for fresh vegetables.,relevant,Good shopping place
Describe a place you go for shopping.,I visit the mall for clothes and shoes.,relevant,Relevant shopping place
Describe a place you go for shopping.,I go to the supermarket for groceries.,relevant,Correct shopping place
Describe a place you go for shopping.,My cousin is a doctor.,irrelevant,Family occupation unrelated
Describe a place you go for shopping.,The carpet is very soft.,irrelevant,Object description unrelated
Describe a place you go for shopping.,I eat lunch at 1 PM.,irrelevant,Meal habit unrelated

What do you like about your veranda?,I love the view of the garden from there.,relevant,Good veranda feature
What do you like about your veranda?,I enjoy watching sunset from my veranda.,relevant,Relevant veranda quality
What do you like about your veranda?,I like having morning tea there.,relevant,Correct veranda feature
What do you like about your veranda?,My sister is a teacher.,irrelevant,Family occupation unrelated
What do you like about your veranda?,The table is very round.,irrelevant,Object description unrelated
What do you like about your veranda?,I sleep for 8 hours daily.,irrelevant,Sleep habit unrelated

Describe a type of exercise you dislike.,I dislike running long distances.,relevant,Good exercise dislike
Describe a type of exercise you dislike.,I don't enjoy weightlifting.,relevant,Relevant exercise dislike
Describe a type of exercise you dislike.,I hate doing pushups.,relevant,Correct exercise dislike
Describe a type of exercise you dislike.,My aunt is a lawyer.,irrelevant,Family occupation unrelated
Describe a type of exercise you dislike.,The window is very small.,irrelevant,Room description unrelated
Describe a type of exercise you dislike.,I drink tea every afternoon.,irrelevant,Beverage habit unrelated

What is your favorite type of pudding?,I love rice pudding with cinnamon.,relevant,Good pudding preference
What is your favorite type of pudding?,I enjoy chocolate pudding with cream.,relevant,Relevant pudding preference
What is your favorite type of pudding?,I like mango pudding in summer.,relevant,Correct pudding preference
What is your favorite type of pudding?,My uncle is a farmer.,irrelevant,Family occupation unrelated
What is your favorite type of pudding?,The glass is very tall.,irrelevant,Object description unrelated
What is your favorite type of pudding?,I wake up early every day.,irrelevant,Daily routine unrelated

Describe a website you visit often.,I visit news websites every morning.,relevant,Good website description
Describe a website you visit often.,I use YouTube for learning and entertainment.,relevant,Relevant website preference
Describe a website you visit often.,I visit recipe websites for cooking ideas.,relevant,Correct website description
Describe a website you visit often.,My cousin is a pilot.,irrelevant,Family occupation unrelated
Describe a website you visit often.,The mountain is very beautiful.,irrelevant,Nature description unrelated
Describe a website you visit often.,I eat breakfast at 8 AM.,irrelevant,Meal habit unrelated

What do you like about your study room?,I love the quiet environment for studying.,relevant,Good study room feature
What do you like about your study room?,I enjoy the organized desk and bookshelf.,relevant,Relevant study room quality
What do you like about your study room?,I like the comfortable chair and lighting.,relevant,Correct study room feature
What do you like about your study room?,My brother is a doctor.,irrelevant,Family occupation unrelated
What do you like about your study room?,The floor is very clean.,irrelevant,Room description unrelated
What do you like about your study room?,I walk to school every day.,irrelevant,Transport habit unrelated

Describe a type of animal you find interesting.,I find elephants very interesting and intelligent.,relevant,Good interesting animal
Describe a type of animal you find interesting.,I find dolphins fascinating for their intelligence.,relevant,Relevant animal description
Describe a type of animal you find interesting.,I find tigers majestic and powerful.,relevant,Correct animal description
Describe a type of animal you find interesting.,My aunt is a nurse.,irrelevant,Family occupation unrelated
Describe a type of animal you find interesting.,The tree is very old.,irrelevant,Nature description unrelated
Describe a type of animal you find interesting.,I drink coffee every evening.,irrelevant,Beverage habit unrelated

What is your favorite type of pizza?,I love margherita pizza with fresh basil.,relevant,Good pizza preference
What is your favorite type of pizza?,I enjoy pepperoni pizza with extra cheese.,relevant,Relevant pizza preference
What is your favorite type of pizza?,I like vegetarian pizza with many toppings.,relevant,Correct pizza preference
What is your favorite type of pizza?,My sister is a lawyer.,irrelevant,Family occupation unrelated
What is your favorite type of pizza?,The chair is very soft.,irrelevant,Object description unrelated
What is your favorite type of pizza?,I take the bus to college.,irrelevant,Transport habit unrelated

Describe a skill you learned online.,I learned coding through online courses.,relevant,Good online skill
Describe a skill you learned online.,I learned photography from YouTube tutorials.,relevant,Relevant online learning
Describe a skill you learned online.,I learned cooking through online videos.,relevant,Correct online skill
Describe a skill you learned online.,My uncle is a mechanic.,irrelevant,Family occupation unrelated
Describe a skill you learned online.,The river flows very fast.,irrelevant,Nature description unrelated
Describe a skill you learned online.,I read books every weekend.,irrelevant,Reading habit unrelated

What do you like about your garden path?,I love walking through the flower-lined path.,relevant,Good garden path feature
What do you like about your garden path?,I enjoy the peaceful walk in the morning.,relevant,Relevant garden path quality
What do you like about your garden path?,I like the shade from the trees there.,relevant,Correct garden path feature
What do you like about your garden path?,My cousin is a teacher.,irrelevant,Family occupation unrelated
What do you like about your garden path?,The lamp is very tall.,irrelevant,Object description unrelated
What do you like about your garden path?,I sleep at 11 PM every night.,irrelevant,Sleep habit unrelated

Describe a type of drink you dislike.,I dislike coffee because it's too bitter.,relevant,Good drink dislike
Describe a type of drink you dislike.,I don't like soda because it's unhealthy.,relevant,Relevant drink dislike
Describe a type of drink you dislike.,I dislike energy drinks with too much sugar.,relevant,Correct drink dislike
Describe a type of drink you dislike.,My brother is a pilot.,irrelevant,Family occupation unrelated
Describe a type of drink you dislike.,The window is very wide.,irrelevant,Room description unrelated
Describe a type of drink you dislike.,I eat dinner at 9 PM.,irrelevant,Meal habit unrelated

What is your favorite type of breakfast?,I love eggs and toast for breakfast.,relevant,Good breakfast preference
What is your favorite type of breakfast?,I enjoy pancakes with maple syrup.,relevant,Relevant breakfast preference
What is your favorite type of breakfast?,I like porridge with fruits and nuts.,relevant,Correct breakfast preference
What is your favorite type of breakfast?,My aunt is a doctor.,irrelevant,Family occupation unrelated
What is your favorite type of breakfast?,The mirror is very clean.,irrelevant,Object description unrelated
What is your favorite type of breakfast?,I walk to the park every evening.,irrelevant,Daily routine unrelated

Describe a place you go for a walk.,I walk in the park near my house.,relevant,Good walking place
Describe a place you go for a walk.,I walk along the riverside path.,relevant,Relevant walking location
Describe a place you go for a walk.,I walk in the forest trails.,relevant,Correct walking place
Describe a place you go for a walk.,My cousin is a farmer.,irrelevant,Family occupation unrelated
Describe a place you go for a walk.,The floor is very shiny.,irrelevant,Room description unrelated
Describe a place you go for a walk.,I drink milk every morning.,irrelevant,Beverage habit unrelated
